id	filename	description	tag
455	455 alive.wav	It's alive!	
456	456 ally.wav	You are my ally. I will not abandon you.	
457	457 bigdecisions.wav	If you can't make the big decisions, commander, I suggest you make room for someone who can.	
458	458 Bk_heynb.wav	Hey neighbor!!!	
459	459 cantchange.wav	What can I do? I can't change my family.	
460	460 Ch_2468.wav	Two, Four, Six, Eight, Who do we appreciate?	
461	461 Ch_gogog.wav	And Team, And spirit And GoGoGoGooo	
462	462 Ch_gteam.wav	Goooo Team!!!	
463	463 Ch_redok.wav	Ready-OK	
464	464 challenge.wav	I realize how difficult it's going to be in this god-forsaken place where you can't find what you need, but there's the challenge.	
465	465 dcorrect.wav	You're absolutely correct!	
466	466 conduct.wav	Enough! If this is what passes for conduct becoming of world leaders, I don't want any part of it!	
467	467 disturbg.wav	I find your lack of faith disturbing.	
468	468 dofirst.wav	So, what would you little maniacs like to do first?	
469	469 doitself.wav	I can see if I want anything done around here I gotta do it myself.	
470	470 dontutrustme.wav	What's the matter, don't you trust me?	
471	471 fitin.wav	I just thought I found a way to--to fit in. –You'll never fit in!!!	
472	472 who2trust.wav	You won't know who to trust.	
473	473 iwillbringuhope.wav	I will bring you hope, old friend, and I ask only one thing in return: don't get in my way.	
474	474 jointheclub.wav	Join the club, we've got jackets.	
475	475 joinus.wav	He will join us or die, Master.	
476	476 master.wav	I am looking forward to completing your training. In time, you will call me . . . Master.	
477	477 monkchant.wav	*Monk-chant with gunshots*	
478	478 need2know.wav	Damn it, I need to know and I need to know now!	
479	479 needinfo.wav	Throw me a friggin' bone, here. I'm the boss. . .need the info.	
480	480 notworking.wav	Looks like somebody's not working.	
481	481 peopleswar.wav	This is the People's War. It is our war. We are the fighters. Fight it then! Fight it with all that is in us and may God defend the Right.	
482	482 standup2friends.wav	It takes a great deal of bravery to stand up to your enemies, but a great deal more to stand up to your friends.	
483	483 stuart.wav	Because I'm good enough, I'm smart enough, and doggone it, people like me.	
484	484 urscary.wav	You're a little scary sometimes, you know that. Brilliant, but scary.	
485	485 wantfrnd.wav	All I want is a friend!	
486	486 battle.wav	Now throw the switch and let us begin the battle for the planet!	
487	487 bomb_x.wav	*Falling Bomb*	
488	488 boombaby.wav	Boom, baby, boom! I'm the Evil Midnight Bomber what bombs at midnight!	
489	489 byyourcommandslow.wav	By your command...	
490	490 comeout2.wav	Come out, come out, where ever you are.	
491	491 crush.wav	Crush! Kill! Destroy!	
492	492 feellikekillingsomeone.wav	Feel like killing someone?	
493	493 glryhonr.wav	May glory and honor follow you on your journey.	
494	494 iswear.wav	I swear I will not kill anyone.	
495	495 itsshowtime.wav	It's Showtime!	
496	496 lettheattackbegin.wav	Let the attack begin.	
497	497 onlychaos.wav	There will be no order, only chaos.	
498	498 patton.wav	We are advancing constantly and we're not interested in holding onto anything except the enemy! We're going to hold onto him by the nose and kick him in the ass! ..And we're going to go through him like crap through a goose!	
499	499 readiness.wav	Everything is in readiness, master. We merely await your word.	
500	500 reaganbomb.wav	My fellow Americans, I'm pleased to tell you today that I've signed legislation that will outlaw Russia forever. We begin bombing in five minutes.	
501	501 Sb_min1.wav	Go minions!	
502	502 Sb_min2.wav	Take him down minions!	
503	503 Sb_min3.wav	Get them minions! Get them!	
504	504 sitight.wav	Ok, you people sit tight, hold the fort and keep the home fires burning, and if we're not back by dawn, call the president.	
505	505 sittingduck.wav	Roger, Bravo Delta, this is Sitting Duck. I have Bogie Queen in my sights, and I’m, uh, going to shoot bullets at it now.	
506	506 takewhatyoucan.wav	Take what you can! Give nothing back!	
507	507 terminator.wav	Jesus, you were going to kill that guy! –Of course. I'm a Terminator.	
508	508 triangulate.wav	All right, I'll take point, you two flank. Let's triangulate. –Equilateral or isosceles?	
509	509 trumpet_x.wav	*Trumpet*	
510	510 trynot.wav	Try not! Do. Or do not. There is no 'try.'	
511	511 uhavedestiny.wav	You have a destiny, and now is your time to fulfill it.	
512	512 warweapons.wav	Now let's see how destructive you are without your war weapons!	
513	513 whatcouldhappen.wav	Hey, come on, we're superheroes. What could happen?	
514	514 worshipped.wav	Now remember, I do my best work when I'm being worshipped as a god	
515	515 assistance.wav	Your assistance would be welcomed.	
516	516 bartles.wav	Thanks for your support.	
517	517 d-day_flash.wav	We interrupt our program to bring you a special broadcast. The German news agency Transoceanic said today in a broadcast that the Allied invasion had begun. There was no Allied confirmation.	
518	518 dirtywork.wav	Get someone else to do your dirty work!	
519	519 help.wav	Help!!! Somebody… Help!!!	
520	520 howcanyousitthere.wav	How can you two just sit there and watch this happen?	
521	521 ifat1st.wav	You mean it's like 'if at first you don't succeed, try, try again.' –Yes. –I thought so.	
522	522 importantassignment.wav	Important assignment!  Important assignment!	
523	523 kennedy.wav	So, my fellow Americans, ask not what your country can do for you. Ask what you can do for your country.	
524	524 machothings.wav	What are you doing? Is this one of those macho things?	
525	525 mrknowitall.wav	OK, then, thank you, Mr. Know-It-All.	
526	526 natlemergency.wav	Scuse me, national emergency! Coming through!	
527	527 ohlook.wav	Oh! Oh! Oh! Oh! Oh, look!	
528	528 see.wav	This you gotta see to believe.	
529	529 st_5_1.wav	Taking fire, need some help!	
530	530 takeover2.wav	Hey, I got him this far. You take over from here.	
531	531 thisisamatteroflifeanddeath.wav	This is a matter of life and death!!!	
532	532 Vx_die4.wav	Please help me...	
533	533 whatthehell3.wav	What the hell is going on around here?! Who the hell are you people?!	
534	534 arentyouforgetting.wav	Chicken, Aren't you forgetting something?	
535	535 firstmatecow.wav	First mate Cow ready for duty.	
536	536 assistnc.wav	How may I, in all humble servitude, be of assistance?	
537	537 bepolite.wav	You know, I was only trying to be polite!	
538	538 bow2sensei.wav	Bow to your sensei! Bow to your sensei!!!	
539	539 cunning.wav	I have a cunning plan that could get you out of this problem.	
540	540 disclosureaverted.wav	Disclosure averted. Continue observation.	
541	541 dontunderstand.wav	You do not understand… but you will.	
542	542 failure1.wav	What we've got here is... failure to communicate.	
543	543 figureout.wav	Ok, so what did we just figure out?	
544	544 gowhereactionis.wav	Then let's go where the action is!	
545	545 hecanfixanything.wav	His name is MacGyver. He can fix anything. He could fix a computer with a hairpin and a piece of duct tape.	
546	546 itsnasty.wav	Oh, who did this to you? This is just not right. In fact, it's nasty...	
547	547 judasrockingpriest.wav	What in Judas-Rocking-Priest is going on around here?!?	
548	548 killyoutwice.wav	This damn well better be worth it. Because if this story of yours turns out to be bogus, I'm going to kill you twice. Now you got that?	
549	549 liketohelp.wav	Well, I'd like to help, but not as much as I'd like not to.	
550	550 listentome.wav	Why do you listen to me when I'm wrong?	
551	551 Ln_bacon.wav	There you go, now your makin' bacon	
552	552 Ln_sorry.wav	Sorry, I guess I just got caught up	
553	553 neverwasteit.wav	Time is a precious thing, never waste it.	
554	554 oldtech.wav	It's old technology!	
555	555 opportunemoment.wav	If you were waiting for the opportune moment, that was it.	
556	556 owemebigtime.wav	You owe me big-time.	
557	557 payattn.wav	Pay attention, son, this is for your own good.	
558	558 st_4_2.wav	You’re doing great guys, hang in there!	
559	559 st_10_2.wav	You defend brat don’t you stop!	
560	560 stupid2.wav	There are no stupid questions, just stupid people	
561	561 whoare.wav	Who are those guys?!?	
562	562 whyask.wav	Why do you ask questions to which you already know the answers?	
563	563 yourang2.wav	You rang?	
564	564 angry.wav	You have made me very angry, very angry indeed!	
565	565 anhonor.wav	It is an honor to protect my country and my family.	
566	566 betlife.wav	Well, now don't you bet your life on it.	
567	567 blowskirt.wav	So far, this is not blowing my skirt up, gentlemen.	
568	568 youshallnotpasss.wav	You shall not pass!	
569	569 dangersover.wav	Danger is over...	
570	570 destroy2.wav	Don't make me destroy you!	
571	571 destroytheworld.wav	Everything is back to normal. I-I think… I think I can go back to trying to destroy the world again.	
572	572 Dexterun.wav	This is unacceptable!	
573	573 difficult.wav	You're always making things difficult!	
574	574 disturbslumber.wav	Who disturbs my slumber?	
575	575 donkeysenses.wav	Hey, man, this don't feel right. My donkey senses are tingling all over.	
576	576 dothat.wav	I wouldn’t do that if I were you…	
577	577 duke_freedom_x.wav	I don't know who you are, where you're from, or what you want... but if you threaten my freedom, I'll kill you.	
578	578 enemyneutralized.wav	Enemy neutralized, ladies and gentlemen.	
579	579 st_10_3.wav	I don’t bloody believe it!	
580	580 fdrfear.wav	Let me assert my firm belief... that the only thing we have to fear is... fear itself.	
581	581 freak.wav	Please, I don't wanna go back there! You don't know what it's like to be considered a freak! Well, maybe you do.	
582	582 gropos.wav	All right, you ground-pounders, if it's fighting you want then you're about to get your share.	
583	583 it_takes.wav	You think you’ve got what it takes?!?	
584	584 itakethatback.wav	I take that back. This is real bad	
585	585 itsyou.wav	Huh? It's you?!?	
586	586 iwouldnt.wav	Oh! I wouldn't do that. I really wouldn't.	
587	587 killingme.wav	Killing me won't help you.	
588	588 killya.wav	You do that and I'll kill ya.	
589	589 hanbar04.wav	*Cartoon sound of running away*	
590	590 Ln_run.wav	Run for your lives!	
591	591 Ln_shit.wav	Holy shit!	
592	592 Ln_slow.wav	Slower n' molasses in January	
593	593 myswamp.wav	What are you doing in my swamp?	
594	594 noeffect.wav	There is a weapons deactivator in effect here. Your destructive machines will have no effect.	
595	595 noproblemo.wav	No problemo!	
596	596 offmyland.wav	Get off my land!!!	
597	597 screamandrun.wav	Well, I don't know about you, but I am planning to scream and run.	
598	598 serioustherapy.wav	You know, before this is over I'm going to need a whole lot of serious therapy.	
599	599 Sf_hold.wav	Hold it right there, boy!!!	
600	600 Sf_rload.wav	Slow down boy. I'm trying to reload my gun...	
601	601 Sf_shoot.wav	Stop or I'll shoot!	
602	602 sointrouble.wav	Man, I'm so in trouble!	
603	603 financialfuture.wav	Go! Hurry! My financial future is at stake!	
604	604 whathaveyoudone.wav	What have you done?!?	
605	605 whatwasthat2.wav	What was that? –I have no idea. But it would be really great if it didn't do it again.	
606	606 whyhere.wav	I am wondering, why are you here?	
607	607 whyme.wav	Why is it always me?	
608	608 1autodestruct.wav	One minute to autodestruct…	
609	609 autshtdn.wav	Auto-shutdown sequence in progress...	
610	610 3minutes.wav	Scotty, I need warp speed in three minutes or we're all dead.	
611	611 aintafraid2die.wav	Yeah? Well, I ain't afraid to die. I just hate being killed, that's all.	
612	612 manfallingtoground.wav	*Cartoon sound of someone fall to the ground*	
613	613 battlywar.wav	OK, the battle is yours, Raymond. But it's just one battle in a huge, battly, war–thing with lots of other battles.	
614	614 begone.wav	Be gone, evil one!	
615	615 breathstinks.wav	Ooh! Aah! That was really scary! And if you don't mind me saying, if that don't work your breath will certainly get the job done because you definitely need some Tic-Tacs or something because your breath stinks!!!	
616	616 bribe.wav	Yes, truly, a little bribe never hurts.	
617	617 burninhell.wav	I'm just afraid that you're going to burn in Hell for all this.	
618	618 couldbeworse.wav	What a filthy job! –Could be worse. –How? –Could be raining...	
619	619 cristalball.wav	Look into my crystal ball to see your future... -This is not going to work cow... -Please big brother... concentrate!	
620	620 curse.wav	There a curse upon it! A curse I say...	
621	621 damnyou.wav	You maniacs! You blew it up! Oh, damn you! God damn you all to hell!	
622	622 destiny.wav	Yes, Destiny has her hand on my back -And she's pushing!	
623	623 dontpanc.wav	Oh, don't panic! Don't panic!	
624	624 duke_this_sux.wav	Oops. This sucks!	
625	625 everyman.wav	Every man for himself!	
626	626 exitdoubletime.wav	Exit double-quick time, stage right!	
627	627 goingdown.wav	We're going down, Captain!	
628	628 hangon.wav	All you can do at a time like this is just hang on until the scenery changes.	
629	629 hangover.wav	Oh, boy, what a hangover!	
630	630 humiliation.wav	Must one person's triumph be another's humiliation? -Of course.	
631	631 imafailure.wav	I'm a failure...	
632	632 imamess.wav	Oh, don't look at me! I'm a mess!	
633	633 imustsavemyself.wav	I must save myself. But what can I do?!?	
634	634 Banjo1.wav	*Banjo Melody 1*	
635	635 Banjo2.wav	*Banjo Melody 2*	
636	636 Banjo3.wav	*Banjo Melody 3*	
637	637 madhouse.wav	It's a madhouse! A madhouse!	
638	638 makesomethingup.wav	Oh, crap! We never planned for this contingency. Quick, make something up!	
639	639 ministryofpain.wav	The Ministry Of Pain?! Aaah! We're doomed! We're all doomed!	
640	640 mostawful.wav	Well… Yeh… Ok… That’s just about the most awful thing I’ve ever seen.	
641	641 movefast.wav	Don't move until it opens fire, then move fast!	
642	642 myfault.wav	You're acting like this is all my fault.	
643	643 mymistak.wav	Oh, heh heh heh, my mistake.	
644	644 needhug.wav	I think I need a hug.	
645	645 nevergiveup.wav	Never give up, never surrender!	
646	646 not_yet_over.wav	This is important. The race is not yet over!	
647	647 notfinished.wav	I'm not finished yet!	
648	648 ohmy2.wav	Oh, no, not again! Oh my! Oh my! Oh, my goodness gracious!	
649	649 pagesofhistory.wav	Oh, this is one of those days which the pages of history teach us are best spent lying in bed.	
650	650 please.wav	Oh, that'll teach me to say please.	
651	651 remembered.wav	This is not the way how I wish to be remembered.	
652	652 s~fire.wav	Oh, Shit fire and fuck me running!	
653	653 Sb_hrt1.wav	Always hurting me...	
654	654 Sb_hrt3.wav	You hurt me!	
655	655 SCreek.wav	Damn, reckon I'm up shit creek now!	
656	656 shouldyouhearscreeming.wav	Should you hear screaming or anything, don't worry about it!	
657	657 st_8_3.wav	Who here wants revenge?!?	
658	658 suffer.wav	We seem to be made to suffer, it's our lot in life.	
659	659 superherobutton.wav	Quickly, before it's too late! Press the Superhero button!	
660	660 thanicandiehappy.wav	Than I can die happy!	
661	661 torturingme.wav	Why do you delight in torturing me?	
662	662 Vx_die5.wav	It’s not over…	
663	663 werealldoomed.wav	Ehh, e-everyone stay calm… because we're all doomed!	
664	664 whatplanet.wav	What planet is this guy from?	
665	665 abunchofcommies.wav	Ohh… What are you people? A bunch of communists?	
666	666 und theme 2.wav	kn0bi da undertaker - diggin your grave!	
667	667 beast.wav	You beast... You savage... C'mon, bark like a dog for me!	
668	668 Bk_road.wav	Let’s hit the road neighbor!	
669	669 Ch_teas2.wav	Ha ha ha ha, sigh	
670	670 Ch_teas1.wav	Ooh, ha ha ha ha ha	
671	671 doesthatsuck.wav	Oh, my gosh, does that suck.	
672	672 dontdoitatall.wav	If you can't do something right, don't do it at all.	
673	673 dontgiveup.wav	Ohh don’t give-up so easily. I don’t.	
674	674 dontknowme.wav	Heh heh. He don't know me vewy well, do he?	
675	675 dontlooknow.wav	Don't look now… but there's one man too many in this room, and I think it's you.	
676	676 dontmakemecomeoverthere.wav	Don't make me come over there!	
677	677 duke_back_2_work_y.wav	Get back to work, you slacker.	
678	678 duke_out_of_gum_x.wav	It's time to kick ass and chew bubblegum... and I'm all outta gum.	
679	679 efficiency.wav	We can teach these barbarians a lesson in Western methods and efficiency that will put them to shame. We'll show them what the British soldier is capable of doing.	
680	680 fun.wav	Hey! This promises to be fun!	
681	681 geekboy.wav	Leave me alone, geek-boy!	
682	682 hasbeen.wav	I'm just an untalented old has-been. -Were you ever famous? -No. -Then how can you be a has-been?	
683	683 intolerance.wav	Your intolerance infuriates me!	
684	684 justiceisblind.wav	Who says justice is blind?	
685	685 landwar.wav	Ha ha, you fool! You fell victim to one of the classic blunders!	
686	686 messyoassup.wav	Ooh, child, he gonna mess your ass up!	
687	687 ohgoody.wav	Oh, goody, My Illudium Pu–36 Explosive Space Modulator!	
688	688 prettyneat.wav	Oh, you got to admit that is pretty neat.	
689	689 Sf_getya.wav	I'm gonna get you boy!	
690	690 showingoffdont.wav	And the next time you feel like showing off, Don't!	
691	691 shyonehorse.wav	Well, heh heh, looks like we're, heh heh heh, looks like we're shy one horse.	
692	692 st_6_2.wav	I think the Germans are out of real man!	
693	693 whatsitmeantobegijoe.wav	What's it mean to be GI Joe? –America's number one fighting force, sir! –And that means? –Big muscles, sir! –And? –Big missiles, sir!	
694	694 allgay.wav	All my friends are gay. All my friends are gay!	
695	695 assholex3.wav	You're an asshole, you're an asshole, and you're an asshole.	
696	696 4fuck1cool.wav	Fuck you. Fuck you. Fuck you. You're cool. And fuck you!	
697	697 Bk_bourb.wav	Where's my bourbon?	
698	698 Bk_cheer.wav	Why don't ya cheer Bitch!	
699	699 Bk_dienb.wav	Die neighbor!	
700	700 Bk_dntlk.wav	Don't you look at me!	
701	701 Bk_fun.wav	Fun's just starting neighbor!	
702	702 Bk_keepa.wav	Keep away from my cheerleader neighbor!	
703	703 Bk_tohel.wav	I'll send you straight to hell neighbor!	
704	704 smelfear.wav	I can smell your fear…	
705	705 Ch_barn.wav	Were you raised in a barn?!?	
706	706 Ch_donit.wav	Now you've gone and done it!	
707	707 Ch_whoop.wav	I reckon I'm gonna have to open a can of whoop ass on you!	
708	708 Ct_get.wav	I'm gonna get ya boy, I'm gonna get ya...	
709	709 damn.wav	Damn... You Suck!!!	
710	710 dorkalert.wav	Oh, god, here we go again. Dork alert!	
711	711 duke_pisses_me.wav	This pisses me off!	
712	712 embarrassment2nature.wav	You're an embarrassment to nature, do you know that?	
713	713 fullofcrap.wav	You're full of crap.	
714	714 ignored.wav	Hey, I will not be ignored!	
715	715 justthinkoftheheadache.wav	Just think of the havoc this little succor would play on history...	
716	716 L_smonkeys.wav	I bet this place is just crawling with their damn shit monkeys.	
717	717 Ln_bbq.wav	I'll barbecue your ass in molasses!	
718	718 Ln_bitch.wav	Son of a bitch!	
719	719 Ln_blow.wav	Them boys blowed up real good!	
720	720 Ln_busy.wav	I'm busier than a one legged man in an ass-kicking contest!	
721	721 Ln_city.wav	City folk!	
722	722 Ln_fkyo.wav	Screw you and the horse you rode in on!	
723	723 Ln_Hog'sbt.wav	This is like looking up a hogs butt for a ham sandwich!	
724	724 Ln_nosht.wav	We don’t take no shit from no suckers!	
725	725 Ln_stink.wav	I'm on you like stink on shit!	
726	726 Ln_whup.wav	I'm gonna have to open up a can of whoop ass on you now.	
727	727 Lnfoot.wav	Don't make me break my foot off in your ass!	
728	728 massivewuss.wav	You are such a massive wuss!	
729	729 myeyes.wav	Oh, my god! My eyes! Oh, my eyes!	
730	730 onamission.wav	We're on a mission, you nit!	
731	731 paranoid.wav	This is an extremely primitive and paranoid culture.	
732	732 pathetic.wav	You're useless and pathetic, like a useless and pathetic thing.	
733	733 practicemakesperfect.wav	You might want to practice a little more…	
734	734 promqueen.wav	Losers always whine about 'their best'. Winners go home and fuck the prom queen.	
735	735 pullpstl.wav	Are you going to pull those pistols or whistle Dixie?	
736	736 pussyboy.wav	So, how did you do, pussy-boy?	
737	737 ripuanewbutthole.wav	And one more thing… The next time you talk to me like that, I'm going to rip you a new butthole so big you can be able to take a cannon up your ass.	
738	738 sickensme.wav	I was being sarcastic, which is another big word you'll learn in school. But you wouldn't know that considering you've never attended one of this country's great educational facilities, which is a thought that just sickens me.	
739	739 silence.wav	Silence, you mental midget!	
740	740 smackedbottom1.wav	All right, you're going the right way for a smacked bottom.	
741	741 weirdestthing.wav	That is the weirdest thing you have ever said.	
742	742 sonofbitch.wav	Oh, son–of–a–b–b–– son–of–a–b–b–– son–of–a–b–b–– uh, gun. Heh, heh, heh. You thought I was going to, uh, say son–of–a–bitch, didn't you? Heh, heh.	
743	743 st_1_2.wav	Your next!	
744	744 st_11_3.wav	Bloody Hell!	
745	745 st_15_2.wav	Is that all you got?!?	
746	746 good, good - then what.wav	Good...Good... Then what!?!	
747	747 strongox.wav	That boy's as strong as an ox. . .and just about as smart.	
748	748 surroundedbyfreaks.wav	I am surrounded by freaks!	
749	749 thissuckerisnuclear.wav	Are you telling me that this sucker is nuclear?!?	
750	750 threatenedyoubefore.wav	You seem somewhat familiar. Have I threatened you before?	
751	751 throwup.wav	I'm constantly in the state of wanting to throw up.	
752	752 usostupid.wav	Stupid! You're so stupid!	
753	753 Vx_hurt2.wav	Did that hurt?!?	
754	754 wanker.wav	Why do you have to be such a wanker?	
755	755 welcome2.wav	Welcome to my nightmare!	
756	756 bevictim.wav	Be my victim!	
757	757 what.wav	What would you do with a brain if you had one?	
758	758 whatareyougonnado.wav	Just what are you sissies gonna do?!? Huh?	
759	759 whatsyourpoint.wav	And??? What’s your point!	
760	760 whoopass.wav	Don't make me open a can of Whoop-Ass, buster!	
761	761 worldfavor.wav	Why don't you do the world a favor? Pull your lip over your head and swallow.	
762	762 youreasucker.wav	You're a sucker!!!	
763	763 ambitious.wav	Are you blackmailing me, you ambitious shit?	
764	764 asifwecare.wav	As if we care.	
765	765 betterthanthis.wav	It just doesn't get better than this, does it?	
766	766 bigman.wav	Big mouth don't make a big man.	
767	767 bigwords.wav	Stop now! Or I shall use more big words at you.	
768	768 bitnice.wav	That wasn’t a bit nice!	
769	769 Bk_pleas.wav	Don't say please neighbor!	
770	770 Bk_shtup.wav	Shut up cheer-bitch!	
771	771 Bk_tryin.wav	Shut up cheer girl. I'm trying to kill somebody here!	
772	772 chillthat.wav	Chill that you pile of crap!	
773	773 dizzy.wav	I'm gonna hit you so hard it'll make your ancestors dizzy.	
774	774 dontfuck.wav	Don’t fuck with me fellows!	
775	775 dontslap.wav	Don't you slap me no more. We clear on that?	
776	776 dontstartfights.wav	Ladies do not start fights… But they can finish them!	
777	777 learned.wav	You have learned much, young one.	
778	778 dramaking.wav	Oh, stop being such a drama king.	
779	779 duke_blow_it_x.wav	Blow it out your ass!	
780	780 duke_come_get_some_x.wav	Come get some!	
781	781 no sense.wav	That plan makes no sense!	
782	782 father.wav	No, I am your father.	
783	783 fkngidot.wav	Personally, I think you're a fucking idiot.	
784	784 xsqueeze.wav	X'squeeze me.	
785	785 friendlyargument.wav	It's all right. It's all right, mate. We're just having a friendly little argument.	
786	786 fudgem.wav	Wife got you down? Boss makin' you angry? Kids yellin' at you? Well, Fudge 'Em!	
787	787 greatscott.wav	Great Scott!	
788	788 hurtme.wav	Why do you say things that you know will hurt me?!?	
789	789 hushmouth.wav	Hush your mouth!	
790	790 knack.wav	Boy, oh boy, you got a knack for getting yourself out of trouble.	
791	791 laughwhileucan.wav	Laugh while you can, monkey-boy!	
792	792 Ln_bull.wav	Ya screw with the bull, ya get the horn!	
793	793 Ln_stank.wav	My head hurts, my feet stink and I don't love Jesus!	
794	794 madashell.wav	I'm as mad as hell, and I'm not going to take this anymore!	
795	795 mistake2.wav	You do and it'll be the biggest mistake you ever made, you Texas brush popper!	
796	796 mocking.wav	You're mocking me, aren't you?	
797	797 mthshut.wav	Maybe that'll learn ya to keep your big mouth shut!	
798	798 nasty.wav	Oh, that is nasty!	
799	799 zoo.wav	What do you think this is?!? A zoo?!?	
800	800 nobodytellsme.wav	I don't know what kind of people you're used to dealing with. Nobody tells me what to do in my place.	
801	801 notcricket.wav	Do not speak to me of rules. This is war! This is not a game of cricket!	
802	802 noterror.wav	There is no terror in your threats.	
803	803 notlistening.wav	Don't bother responding. We're not listening.	
804	804 ohreally.wav	Oh, really?!?	
805	805 peopleskills2.wav	You know, we have to work on your people skills.	
806	806 point2this.wav	I'm sure there's a point to all of this.	
807	807 poontang.wav	Yeah, I could use some goddamn poontang, myself, right now.	
808	808 ratsass.wav	The answers to these questions, and more, on next week's episode of Who Gives A Rat's Ass.	
809	809 Sf_over.wav	I said get over here boy!	
810	810 shdntlaf.wav	We shouldn't laugh. -We really shouldn't.	
811	811 someoneelseannoy.wav	Oh, isn't there someone else you can annoy? Friends? Family? Poisonous reptiles?	
812	812 st_9_2.wav	You’re crazy!	
813	813 takeyourbestshot.wav	Take your best shot.	
814	814 thinkyourenuts.wav	I think you're nuts, but this isn't the best time to argue.	
815	815 tickevil.wav	Villains, I say to you now, knock off all that evil!	
816	816 tsktsk.wav	Tsk, tsk. –Yeah, tsk. –And another tsk!	
817	817 Vx_baby2.wav	Oh, poor baby...	
818	818 Vx_bring.wav	Bring it on!	
819	819 worstthing.wav	Well, if that is the worst thing that happens today, I'll be thrilled.	
820	820 dreddlaw.wav	I am ‘The Law’!	
821	821 wav69.wav	It’s a lie…the evidence have been falsified. I never broke the law, I am the law!	
822	822 whatthehell2.wav	What the hell are you talking about?!?	
823	823 whatwasthat.wav	What was that?!?	
824	824 whogives.wav	Who gives a shit?!?	
825	825 willnot.wav	I will not be pushed, filed, stamped, indexed, briefed, debriefed, or numbered!	
826	826 wonthurt.wav	Now, this won't hurt a bit.	
827	827 2010_02.wav	What's going to happen? Something wonderful...	
828	828 allyourbase.wav	All your base are belong to us!	
829	829 andnow.wav	And now, you die!	
830	830 appraisl.wav	The Emperor does not share your optimistic appraisal of the situation.	
831	831 badthing.wav	Ooh, I done a bad thing.	
832	832 imabadboy.wav	Oohhoho I am a bad boy… A very bad boy…	
833	833 reflexes.wav	It’s all in the reflexes!	
834	834 Sf_hands.wav	Hands up, son!	
835	835 st_5_2.wav	They’re a bunch of cowards!	
836	836 st_8_2.wav	This is too easy!!!	
837	837 startrunning.wav	It's time to start running!	
838	838 strengthirrelevant.wav	Strength is irrelevant. Resistance is futile. We wish to improve ourselves. We will add your biological and technological distinctiveness to our own. Your culture will adapt to service ours.	
839	839 freedomirrelevant.wav	Freedom is irrelevant. Self-determination is irrelevant. You must comply.	
840	840 xterm01.wav	Exterminate! Annihilate! Destroy!	
841	841 itisdone.wav	It is done imperious leader	
842	842 obey2.wav	The choice is yours: obey me and live, or disobey and die.	
843	843 unhapend.wav	Well, you're just in time for what might be a very unhappy ending.	
844	844 despot.wav	The entire world will beg to bow before me, their charismatic despot!	
845	845 destroy1.wav	There is no escape...	
846	846 donttellme.wav	Don't tell me you didn't see that coming...	
847	847 duke_gotta_hurt.wav	Ooo, that's gotta hurt!	
848	848 duke_mess.wav	Heh, heh, heh. What a mess!	
849	849 takapicture.wav	Why don't you take a picture? It'll last longer, ha ha!	
850	850 future.wav	Gentlemen, I give you the future.	
851	851 hmmm blabla.wav	Hmm. Blah-blah-blah...	
852	852 getnothing.wav	So you get nothing! You lose! Good day, sir!	
853	853 victoryismine.wav	At last, victory is mine!	
854	854 leavemealone.wav	I told you people to leave me alone… I told you to beat it!	
855	855 lesson4u.wav	Well, there's a lesson for you...	
856	856 letthatbealesson.wav	Let that be a lesson to the two of you little…	
857	857 Ln_sob.wav	Die you son of a bitch!	
858	858 wereallhere.wav	We're all here to do what we're all here to do.	
859	859 oohbusted.wav	Ooh, busted!	
860	860 peepldie.wav	Some people die before their time, so that others can live… It’s a cornerstone of civilization.	
861	861 Jukebox.wav	*Jukebox*	
862	862 intruder.wav	Intruder alert! Intruder alert!	
863	863 redalert1.wav	Red alert! Red alert!	
864	864 secalert.wav	Security alert, all decks!	
865	865 tarzan.wav	*Tarzan-yell*	
866	866 slippedmymind.wav	Well you know huh, it must have slipped my mind!	
867	867 anyquestionsladies.wav	Any questions! ladies? Nooo?!? Well I didn’t think so… tataa that’s the real end.	
868	868 goodevil.wav	Now you see that evil will always triumph, because good is dumb!	
869	869 goodshow.wav	Good show… Jolly good show Major!	
870	870 grudge.wav	I thought you said you don't hold a grudge. -I don't. I have no surviving enemies. . .at all.	
871	871 hal_bye.wav	This conversation can serve no purpose anymore, goodbye.	
872	872 littlepeople.wav	I'd like to thank all the little people I stepped on to get where I am today.	
873	873 neverhappened.wav	Uh, l-let's pretend like this never happened.	
874	874 st_16_2.wav	Good job, Lads!	
875	875 okloveya.wav	OK, Love you… Bye-Bye	
876	876 phewthatwasclose.wav	Phew, well that was close, we was nearly eaten alive!	
877	877 neverrest.wav	I shall never rest until I bring him to justice.	
878	878 thankyou2.wav	Ladies and gentlemen, my mother thanks you... my father thanks you... my sister thanks you... and I thank you.	
879	879 Do you want MoR.wav	"Do you want MoR?!? Check out:
Http://www.mastersleague.net"	
880	880 - Don't be alarmed.wav	Hello, we’re your new neighbours, don’t be alarmed, we’re Negroes.	
881	881 - Want something.wav	Y’all want something	
882	882 - Wtf's going on here.wav	What the fuck’s going on here	
883	883 - who tf are you.wav	Who the fuck are you, what you doing here	
884	884 - Power ranger stuck up my ass.wav	I got a power ranger stuck up my ass	
885	885 - You two mofo need Jesus.wav	You two motherfuckers need Jesus ………. Cover your ears baby	
